Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
,,,,,,,,,,,KE41602,,m,High School or Below,7588.35586,76516.0,95.0,0,661.008979,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,QF17193,,f,College,2389.310128,20484.0,61.0,0,181.218317,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,IQ63581,,f,Master,5066.827444,40215.0,64.0,0,98.480884,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,MR39613,,m,Bachelor,36860.90798,22854.0,122.0,0,878.4,Special Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,RQ22171,,f,High School or Below,3961.58618,0.0,118.0,1,264.642948,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,QV89791,,f,High School or Below,8476.80656,55217.0,107.0,2,696.115596,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,MD15300,,m,College,10110.76997,76276.0,86.0,0,93.309811,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,OW33876,,f,College,2476.480866,47918.0,62.0,0,246.256648,Corporate Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,SK12752,,f,Bachelor,4462.997006,0.0,73.0,3,350.4,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,BW65176,,m,College,3141.252909,43499.0,80.0,0,529.490007,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,XV31269,,m,High School or Below,2496.140812,0.0,72.0,0,518.4,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,NV94455,,f,College,6861.278936,0.0,71.0,3,476.197355,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,QA32784,,m,Bachelor,4983.178714,21497.0,128.0,0,614.4,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,UH41125,,m,High School or Below,2227.072755,27972.0,61.0,0,292.8,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,VS28690,,f,Master,9670.181104,20942.0,84.0,0,403.2,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,SD63822,,f,Bachelor,5088.687654,0.0,71.0,0,511.2,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,QE50648,,f,High School or Below,7095.134789,74298.0,177.0,0,161.537767,Corporate Auto,Sports Car,WASHINGTON
,,,,,,,,,,,EL77795,,f,College,5437.908293,23339.0,138.0,0,666.307195,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,VK98184,,f,College,5033.693296,77031.0,125.0,0,600.0,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,BR69566,,m,College,14019.83314,31739.0,71.0,0,469.882367,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,AI16519,,m,High School or Below,4877.61238,0.0,66.0,0,420.39344,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,SN67992,,f,Bachelor,3449.494119,25236.0,89.0,0,427.2,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,BE31382,,f,College,3771.617797,0.0,103.0,1,685.227276,Personal Auto,SUV,OREGON
,,,,,,,,,,,ZP49970,,m,Bachelor,5824.817366,40964.0,74.0,0,355.2,Special Auto,Two-Door Car,OREGON
,,,,,,,,,,,OA23108,,f,Doctor,4379.92784,40896.0,109.0,0,319.294289,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,LY90785,,m,Bachelor,5793.157728,95733.0,72.0,0,475.423848,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,ZR66788,,f,High School or Below,2725.680297,39161.0,71.0,3,340.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,BL12371,,m,Master,5790.565333,84551.0,72.0,0,28.92584,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,GB68813,,f,Bachelor,8502.237137,12843.0,111.0,0,1143.494486,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,IG90926,,f,College,2476.588891,71551.0,62.0,0,297.6,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,CT86614,,m,Bachelor,2426.95904,0.0,71.0,0,511.2,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,BL13393,,f,High School or Below,5897.986595,77835.0,74.0,1,43.618784,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,TU33850,,f,Bachelor,4617.391775,16764.0,61.0,0,292.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,IL25109,,m,High School or Below,12521.42105,39007.0,105.0,0,1023.844984,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,OP67672,,f,Master,9079.823377,20290.0,113.0,0,766.519022,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,NW73460,,f,High School or Below,7777.201669,46182.0,65.0,0,2.574682,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,LW57693,,f,College,5601.68063,11920.0,74.0,0,355.2,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,JD81426,,m,High School or Below,3459.037949,97162.0,86.0,0,32.715179,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,AM99192,,m,College,9061.951591,42743.0,117.0,1,101.288057,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,LQ31287,,f,College,6866.093807,0.0,64.0,0,40.44586,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,ZU25563,,f,College,2659.70565,0.0,87.0,3,420.041981,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RU75949,,m,College,12332.51669,85789.0,105.0,2,122.302824,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,DV85764,,m,High School or Below,21172.38983,0.0,82.0,0,588.269018,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VU33725,,m,High School or Below,3677.907634,31349.0,93.0,0,446.4,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,SV43220,,m,College,9816.528302,37256.0,62.0,0,128.969729,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,WL61717,,f,Bachelor,4922.165949,0.0,69.0,0,331.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,IW17510,,f,High School or Below,7583.962264,0.0,102.0,0,848.161322,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,ZS35830,,f,College,2685.901421,58166.0,67.0,0,91.914969,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,TY95197,,f,College,4132.58858,0.0,63.0,1,453.6,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,PU73501,,m,Bachelor,8622.835375,97361.0,73.0,0,350.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FP65563,,m,High School or Below,15253.26436,51937.0,193.0,0,850.389259,Personal Auto,Luxury Car,WASHINGTON
,,,,,,,,,,,IC44995,,f,College,4277.560211,75921.0,106.0,0,609.680428,Personal Auto,SUV,OREGON
,,,,,,,,,,,AY55759,,f,High School or Below,20096.89337,92766.0,71.0,0,379.029102,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,GO94903,,f,College,4770.550911,12964.0,65.0,0,362.774545,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,TF35512,,f,College,7025.65076,48117.0,88.0,0,422.4,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,HY43263,,f,Bachelor,8265.379176,0.0,77.0,0,554.4,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,WP34496,,m,High School or Below,24552.8746,0.0,118.0,1,966.541071,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,QE73187,,m,High School or Below,4407.97312,66152.0,111.0,0,532.8,Corporate Auto,SUV,OREGON
,,,,,,,,,,,WL13766,,m,High School or Below,2482.195895,31093.0,64.0,0,274.956819,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,VT44999,,f,High School or Below,3858.867206,0.0,107.0,1,513.6,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,RZ14993,,f,High School or Below,11572.10339,0.0,166.0,0,1195.2,Special Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,XI14610,,f,College,3645.464325,19121.0,95.0,0,915.188647,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VE31268,,m,Bachelor,4362.772279,0.0,65.0,0,468.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZD13262,,f,High School or Below,10425.98532,68563.0,131.0,1,350.097052,Personal Auto,SUV,OREGON
,,,,,,,,,,,OJ58066,,m,High School or Below,7025.04419,24726.0,92.0,1,150.693773,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,RK81706,,f,College,7388.733207,0.0,97.0,0,638.371157,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,NI18835,,m,Bachelor,2927.734329,51991.0,73.0,0,124.376921,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RA87395,,m,Bachelor,8356.181097,0.0,118.0,0,153.176419,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,QN13323,,m,High School or Below,8718.056722,89096.0,111.0,0,64.98293,Personal Auto,SUV,OREGON
,,,,,,,,,,,BC53363,,f,High School or Below,35227.29912,23031.0,148.0,0,710.4,Special Auto,SUV,OREGON
,,,,,,,,,,,VB26229,,m,Bachelor,8697.882675,29540.0,73.0,0,350.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,AD28535,,f,Master,3554.845264,58557.0,88.0,0,55.510526,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,SE50560,,m,College,2818.31302,88816.0,70.0,0,164.282841,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,YL65673,,f,Bachelor,19045.50012,0.0,61.0,0,439.2,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WK65741,,f,High School or Below,2893.806196,61809.0,72.0,0,328.004855,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,GZ77449,,m,College,14439.80313,58452.0,186.0,0,892.8,Corporate Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,OF49789,,f,College,5121.838914,57161.0,127.0,0,609.6,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,YX54093,,m,College,2217.664193,0.0,65.0,0,111.872115,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,TD19026,,f,High School or Below,2861.717418,90083.0,71.0,0,181.689191,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,XT67997,,f,High School or Below,5979.724161,57693.0,76.0,0,547.2,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WP65749,,m,College,7377.231238,0.0,69.0,0,331.2,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,YT91759,,m,High School or Below,6366.225775,44368.0,80.0,0,384.0,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YH20696,,m,College,8657.968597,68727.0,72.0,0,171.475838,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,NS14955,,f,Master,11726.18921,40564.0,97.0,0,85.968142,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,UH79028,,m,High School or Below,5780.182197,51066.0,74.0,0,787.993313,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,JM89095,,m,High School or Below,10058.74013,0.0,92.0,0,640.229108,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,NK26146,,f,College,7072.928971,90551.0,61.0,4,374.527412,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,HE99696,,f,College,4787.206586,0.0,67.0,0,321.6,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,HH15953,,m,Bachelor,3013.439451,21353.0,80.0,0,576.0,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZO30377,,m,High School or Below,3472.369996,0.0,102.0,0,976.112456,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VZ23007,,f,College,5380.898636,55350.0,67.0,0,321.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,DF74270,,m,Bachelor,38230.21008,80321.0,105.0,0,166.972451,Corporate Auto,SUV,NEVADA
,,,,,,,,,,,SE47384,,f,Bachelor,5526.438887,94230.0,137.0,0,657.6,Special Auto,SUV,CALIFORNIA
,,,,,,,,,,,CS84396,,m,Bachelor,4883.117399,53305.0,63.0,0,302.4,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,OQ20827,,m,College,14203.04178,55593.0,182.0,1,677.63589,Corporate Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,VU47281,,f,Bachelor,5745.41663,0.0,165.0,0,1853.202354,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,BN62219,,f,College,9602.07966,0.0,94.0,0,676.8,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,TP39671,,m,Bachelor,3199.75316,0.0,87.0,0,132.492438,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,HX33134,,m,High School or Below,2758.329817,22158.0,74.0,0,355.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,UR49989,,f,Bachelor,2725.192659,81605.0,67.0,0,424.219182,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,VU48786,,m,Master,5550.149947,62219.0,69.0,0,243.238784,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,QM46642,,m,Bachelor,2619.172388,15587.0,71.0,0,136.033828,Special Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,TG60853,,f,Doctor,6265.343299,0.0,84.0,1,481.025786,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,CV40610,,m,College,12313.16484,0.0,116.0,0,835.2,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,HI98447,,m,High School or Below,10552.42728,28505.0,88.0,0,422.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QD86271,,m,High School or Below,12022.38645,25918.0,104.0,0,996.775536,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,ZD75163,,m,High School or Below,9295.41115,0.0,261.0,0,2759.794354,Corporate Auto,Luxury Car,NEVADA
,,,,,,,,,,,LB98130,,m,Bachelor,7440.92353,34137.0,62.0,0,297.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,VZ16820,,m,Bachelor,10302.90289,21839.0,137.0,0,657.6,Personal Auto,Sports Car,WASHINGTON
,,,,,,,,,,,YE24562,,m,College,3508.569533,20978.0,98.0,1,1176.2788,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,IH78357,,f,College,5761.317533,83392.0,71.0,0,125.961938,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,TH96263,,f,High School or Below,10280.80787,73661.0,128.0,0,404.329477,Personal Auto,SUV,NEVADA
,,,,,,,,,,,DC31768,,m,Bachelor,4783.917752,49793.0,121.0,0,640.835113,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,YO81676,,m,Bachelor,2142.892273,0.0,65.0,0,686.774939,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,MQ79612,,m,Doctor,8738.299629,91890.0,107.0,0,156.617415,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,ZZ77357,,m,High School or Below,4468.2209,0.0,65.0,0,468.0,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,OE88763,,f,Bachelor,11315.20373,11885.0,101.0,0,484.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XP39695,,f,Bachelor,21886.19626,43000.0,109.0,0,676.808053,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,QC28119,,m,High School or Below,7681.551777,90043.0,63.0,0,203.226649,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AZ29426,,m,College,16702.69914,0.0,72.0,0,345.6,Special Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RI46607,,f,Bachelor,5015.009472,48567.0,130.0,0,624.0,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,OJ63606,,f,High School or Below,5776.338737,27510.0,159.0,3,871.457982,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,TQ89058,,f,Master,2777.525403,59124.0,70.0,2,173.426207,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,IW78492,,f,College,4127.495254,0.0,119.0,3,856.8,Personal Auto,Sports Car,ARIZONA
,,,,,,,,,,,WE88728,,f,High School or Below,6670.850638,56531.0,170.0,3,816.0,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,PJ74689,,f,Bachelor,14741.76092,0.0,139.0,1,667.2,Personal Auto,SUV,NEVADA
,,,,,,,,,,,ZI86917,,m,Bachelor,38320.82017,45277.0,191.0,0,916.8,Special Auto,Luxury SUV,NEVADA
,,,,,,,,,,,IJ71609,,f,Bachelor,2064.697955,0.0,65.0,3,368.828511,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,FP17993,,f,Bachelor,5504.139033,0.0,73.0,0,350.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,EC28398,,f,Master,5096.673223,22886.0,65.0,0,312.0,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZX85480,,f,High School or Below,7995.441263,66685.0,67.0,2,38.763897,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,JP27787,,f,College,5674.136445,65775.0,72.0,0,171.426318,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,NH24429,,m,Doctor,2886.232446,52972.0,74.0,0,355.2,Special Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,QU58523,,m,Master,5794.682724,52979.0,72.0,0,345.6,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,EZ39383,,f,Bachelor,10706.66957,55436.0,67.0,0,321.6,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,IR74017,,f,College,5320.614976,32116.0,132.0,0,277.351026,Personal Auto,SUV,OREGON
,,,,,,,,,,,DH68234,,m,Master,20498.83124,56070.0,74.0,0,87.990528,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,TZ37274,,m,High School or Below,4628.280887,0.0,62.0,0,690.548602,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,QG67362,,f,Bachelor,27287.50099,0.0,116.0,1,835.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,TN36916,,f,Bachelor,4029.723325,93621.0,100.0,0,59.860273,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,FL74984,,m,Bachelor,2744.083863,79192.0,70.0,0,336.0,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,FV15346,,m,College,35444.31404,96853.0,98.0,0,565.504258,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,JV12632,,f,Master,2858.992036,0.0,83.0,4,355.385287,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,TF64196,,f,College,5862.803295,75121.0,73.0,0,171.226873,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,PC27174,,f,College,4031.539471,0.0,117.0,0,842.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,RL28880,,f,Bachelor,7553.225007,69959.0,63.0,0,401.838921,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,FG46631,,f,Bachelor,16699.46158,81400.0,104.0,0,499.2,Special Auto,Four-Door Car,OREGON
,,,,,,,,,,,PB29715,,m,High School or Below,3233.262049,0.0,98.0,1,705.6,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,ZV42323,,m,Bachelor,5640.729767,67523.0,72.0,0,345.237659,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YS49138,,f,High School or Below,8678.508294,62366.0,108.0,0,51.316527,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XJ34057,,m,Bachelor,10339.59799,67134.0,131.0,1,277.448968,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,NJ54277,,f,College,3746.751625,41479.0,94.0,1,19.575683,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,RL64888,,f,College,2571.260863,29697.0,66.0,4,316.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UM28580,,f,High School or Below,4428.031583,58577.0,110.0,0,303.872752,Personal Auto,SUV,OREGON
,,,,,,,,,,,TO87218,,f,High School or Below,7413.386729,0.0,106.0,0,508.8,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,YQ79307,,m,Bachelor,4768.955924,51144.0,61.0,1,223.305224,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,KZ80383,,f,High School or Below,6035.086336,29587.0,76.0,0,422.024661,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,TS78649,,m,High School or Below,16280.19859,0.0,157.0,0,753.6,Personal Auto,Sports Car,ARIZONA
,,,,,,,,,,,QX84389,,m,Master,9024.199159,71499.0,112.0,0,537.6,Corporate Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,WC26700,,f,Bachelor,7495.676658,0.0,106.0,0,763.2,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,JR26812,,m,College,12520.97907,0.0,126.0,0,907.2,Personal Auto,SUV,NEVADA
,,,,,,,,,,,QD17769,,m,High School or Below,2552.038766,75740.0,64.0,0,128.516525,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,VA89404,,m,Master,16887.79708,53262.0,62.0,4,223.72051,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZR41880,,f,College,3038.829992,75180.0,77.0,3,154.907769,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,XK49057,,m,High School or Below,4455.518101,31196.0,62.0,4,342.796508,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,ZM52280,,m,Bachelor,11972.78231,0.0,186.0,2,1441.843837,Personal Auto,Luxury SUV,ARIZONA
,,,,,,,,,,,UX93878,,f,Bachelor,8513.697414,34505.0,106.0,0,359.861348,Personal Auto,SUV,OREGON
,,,,,,,,,,,WY65854,,f,Bachelor,9085.204991,0.0,82.0,2,146.757086,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ES97823,,f,Bachelor,24096.23695,0.0,97.0,0,1154.635974,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CX34236,,m,College,9095.049868,37937.0,116.0,0,556.8,Personal Auto,SUV,OREGON
,,,,,,,,,,,CQ81839,,f,College,21418.35544,21897.0,139.0,0,667.2,Personal Auto,SUV,OREGON
,,,,,,,,,,,ES97399,,m,High School or Below,10714.21449,55994.0,92.0,2,441.6,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,GL44478,,m,High School or Below,9986.661111,24067.0,132.0,0,633.6,Corporate Auto,Sports Car,OREGON
,,,,,,,,,,,ML79788,,f,College,7908.669486,43630.0,99.0,0,475.2,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,KZ67768,,m,College,4869.596443,23811.0,130.0,0,624.0,Personal Auto,SUV,NEVADA
,,,,,,,,,,,XU67970,,m,College,2121.647053,0.0,62.0,0,446.4,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,IQ40799,,m,Bachelor,6328.180924,0.0,100.0,2,648.364172,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,BV80674,,f,Bachelor,4340.858797,0.0,124.0,0,595.2,Personal Auto,SUV,OREGON
,,,,,,,,,,,TH72397,,m,Bachelor,6279.816729,50562.0,79.0,0,545.013504,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,EC13382,,f,Master,11981.98481,21514.0,62.0,0,257.248789,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,LE30774,,m,College,22235.01011,80355.0,187.0,1,897.6,Corporate Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,RA14734,,f,High School or Below,8646.504109,64125.0,108.0,0,369.818708,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,IY31142,,m,College,2444.329535,83800.0,62.0,0,196.155575,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CK29372,,f,College,5070.352408,23840.0,64.0,0,307.2,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,KD70601,,f,College,5647.145809,54834.0,72.0,0,186.191931,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,QN76596,,m,Bachelor,13345.13545,80277.0,112.0,1,36.975673,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,XI62151,,m,College,13297.63587,88430.0,66.0,1,316.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZQ37702,,f,High School or Below,7031.785183,26255.0,88.0,0,52.752601,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GE13332,,m,High School or Below,3615.889805,0.0,95.0,0,684.0,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,LZ84227,,m,College,14120.03562,95715.0,119.0,2,148.98255,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,EX97404,,f,High School or Below,2155.209879,0.0,70.0,3,336.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,RQ99149,,m,Master,2748.851081,32437.0,69.0,0,473.361602,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,UP57305,,m,Bachelor,5087.015287,22726.0,65.0,0,312.0,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,IC82877,,m,Bachelor,14031.70314,58092.0,72.0,1,202.24202,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,JO63956,,m,College,8656.396659,83365.0,109.0,1,523.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,MD47500,,m,College,4861.493017,12153.0,69.0,1,438.155584,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,OW31837,,f,Bachelor,19174.63407,74028.0,118.0,0,53.076203,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,OY20177,,m,High School or Below,7089.68396,52707.0,90.0,1,432.0,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,LZ10377,,m,High School or Below,6802.06713,47451.0,87.0,1,417.6,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UB17669,,f,Bachelor,2359.423599,19864.0,63.0,0,352.394515,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,DP77737,,f,High School or Below,15114.40241,28513.0,100.0,1,480.0,Personal Auto,SUV,OREGON
,,,,,,,,,,,QT39597,,m,High School or Below,2926.829158,26242.0,74.0,0,347.060173,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,MQ74051,,f,Bachelor,13014.23496,55067.0,110.0,1,353.098604,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,MN98042,,m,College,7901.697919,62291.0,100.0,0,480.0,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,XJ60303,,f,Bachelor,13406.92021,25048.0,167.0,0,801.6,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,GU42671,,f,Bachelor,6106.941981,16654.0,79.0,0,379.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,DK26322,,m,High School or Below,12321.83615,26887.0,113.0,0,542.4,Special Auto,SUV,WASHINGTON
,,,,,,,,,,,NT75612,,f,College,19338.5293,22784.0,70.0,0,224.904234,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AX28231,,m,High School or Below,5431.371279,49345.0,69.0,0,251.075981,Personal Auto,Two-Door Car,WASHINGTON
